ID,Channel ID,Sign Language,Spoken Language,Video Name,Release Date,Webpage URL,Video URL,External Subtitles URL,Resolution,Cropped,Video Length,FPS,Number of Frames,Date of Acquisition,File Size,Subtitles Type,Subtitles,Sentences,Tokens,Characters
150,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 22 DE OCTUBRE 2020],2020-10-22,https://www.youtube.com/watch?v=meS61rjqFgg,,,360p,no,1424,30,42720,2023-01-07,73.9990816116333,hardcoded,,,,
151,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 20 DE OCTUBRE 2020],2020-10-20,https://www.youtube.com/watch?v=3x4kilBZSvA,,,720p,no,1098,30,32940,2023-01-07,114.37385559082031,hardcoded,,,,
152,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 19 DE OCTUBRE 2020],2020-10-19,https://www.youtube.com/watch?v=ZpJJ9V2ZhQ0,,,360p,no,690,30,20700,2023-01-07,31.92161750793457,hardcoded,,,,
153,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 16 DE OCTUBRE 2020],2020-10-16,https://www.youtube.com/watch?v=L4S1kyJQmqY,,,360p,no,1042,30,31260,2023-01-07,47.73028755187988,hardcoded,,,,
154,803,LESCO,Costa rican,Luis Diego Aguilar - Viceministro Trabajo,2020-10-15,https://www.youtube.com/watch?v=Gaoa71i0jJg,,,720p,no,50,30,1500,2023-01-07,10.067533493041992,hardcoded,,,,
155,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 15 DE OCTUBRE 2020],2020-10-15,https://www.youtube.com/watch?v=iYa_BJqXu1I,,,360p,no,665,30,19950,2023-01-07,30.40591812133789,hardcoded,,,,
156,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 13 DE OCTUBRE 2020],2020-10-13,https://www.youtube.com/watch?v=GxkLqzgXNFo,,,360p,no,2023,29,58667,2023-01-07,83.10588264465332,hardcoded,,,,
157,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 12 DE OCTUBRE 2020],2020-12-10,https://www.youtube.com/watch?v=hbpIyZNNyYE,,,720p,no,91,30,2730,2023-01-07,8.587871551513672,hardcoded,,,,
158,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 10 DE OCTUBRE 2020],2020-10-10,https://www.youtube.com/watch?v=Q5bdQvRzn0c,,,720p,no,82,30,2460,2023-01-07,7.203815460205078,hardcoded,,,,
159,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 09 DE OCTUBRE 2020],2020-09-10,https://www.youtube.com/watch?v=GZKvAvUjrVE,,,360p,no,1313,30,39390,2023-01-07,59.5428409576416,hardcoded,,,,
160,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 08 DE OCTUBRE 2020],2020-08-10,https://www.youtube.com/watch?v=8nIIxmm2IU8,,,360p,no,1118,30,33540,2023-01-07,49.52869415283203,hardcoded,,,,
161,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 06 DE OCTUBRE 2020],2020-06-10,https://www.youtube.com/watch?v=HVdethdIKg4,,,360p,no,935,30,28050,2023-01-07,36.75710868835449,hardcoded,,,,
162,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 05 DE OCTUBRE 2020],2020-05-10,https://www.youtube.com/watch?v=xwo52V-25oY,,,720p,no,1216,25,30400,2023-01-07,156.97455406188965,hardcoded,,,,
163,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 03 OCTUBRE 2020],2020-03-10,https://www.youtube.com/watch?v=K_GXLAD_y_U,,,720p,no,1000,23,23000,2023-01-07,126.81710815429688,hardcoded,,,,
164,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 02 OCTUBRE 2020],2020-02-10,https://www.youtube.com/watch?v=n4pB5Ygc_vU,,,360p,no,1984,30,59520,2023-01-07,80.42707252502441,hardcoded,,,,
165,803,LESCO,Costa rican,Extracto Presidente Carlos Alvarado en Consejo de Gobierno en Puntarenas,2020-09-30,https://www.youtube.com/watch?v=YHXNqEkRNQE,,,720p,no,1405,30,42150,2023-01-07,219.56279945373535,hardcoded,,,,
166,803,LESCO,Costa rican,Presentación Claudia Dobles sobre Isla San Lucas - Consejo de Gobierno Puntarenas,2020-09-30,https://www.youtube.com/watch?v=mp7NvpT1GXA,,,720p,no,524,30,15720,2023-01-07,60.356526374816895,hardcoded,,,,
167,803,LESCO,Costa rican,Consejo de Gobierno Puntarenas,2020-09-30,https://www.youtube.com/watch?v=NhamhZcx-MA,,,360p,no,6493,30,194790,2023-01-07,361.74750328063965,hardcoded,,,,
168,803,LESCO,Costa rican,Presidente Alvarado presenta FACE,2020-09-29,https://www.youtube.com/watch?v=ZA2nIx2tHTA,,,720p,no,794,30,23820,2023-01-07,104.64433097839355,hardcoded,,,,
169,803,LESCO,Costa rican,Presidente Alvarado presenta C-TAP,2020-09-29,https://www.youtube.com/watch?v=W438CdqeRgs,,,720p,no,673,30,20190,2023-01-07,96.73405456542969,hardcoded,,,,
170,803,LESCO,Costa rican,Conferencia de prensa COVID-19 [MARTES 29 DE SEPTIEMBRE 2020],2020-09-29,https://www.youtube.com/watch?v=zM_XfGcg0sM,,,720p,no,4556,30,136680,2023-01-07,737.1020183563232,hardcoded,,,,
171,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 [LINES 28 DE SETIEMBRE 2020],2020-09-28,https://www.youtube.com/watch?v=XlOzKpyQXPQ,,,720p,no,1830,30,54900,2023-01-07,232.28013801574707,hardcoded,,,,
172,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 [VIERNES 25 DE SETIEMBRE 2020],2020-09-25,https://www.youtube.com/watch?v=UOH5CtuKfO0,,,360p,no,685,30,20550,2023-01-07,31.048171043395996,hardcoded,,,,
173,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 24 DE SEPTIEMBRE 2020],2020-09-24,https://www.youtube.com/watch?v=0H8qJ3MYbg8,,,360p,no,1613,30,48390,2023-01-07,79.6547679901123,hardcoded,,,,
174,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 23 DE SEPTIEMBRE DE 2020],2020-09-23,https://www.youtube.com/watch?v=F9CH6CQkYVA,,,720p,no,488,30,14640,2023-01-07,71.9811544418335,hardcoded,,,,
175,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 21 DE SEPTIEMBRE 2020],2020-09-21,https://www.youtube.com/watch?v=INCOD9bfKQw,,,360p,no,1526,30,45780,2023-01-07,75.36479187011719,hardcoded,,,,
176,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SABADO 19 DE SETIEMBRE 2020],2020-09-19,https://www.youtube.com/watch?v=B2LEYCdt_sk,,,720p,no,98,24,2352,2023-01-07,8.991564750671387,hardcoded,,,,
177,803,LESCO,Costa rican,Reporte Epidemiológico COVID-19 [VIERNES 18 DE SETIEMBRE DE 2020],2020-09-18,https://www.youtube.com/watch?v=wo8Yiu1bPOA,,,720p,no,80,30,2400,2023-01-07,13.89598560333252,hardcoded,,,,
178,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 18 DE SETIEMBRE 2020],2020-09-18,https://www.youtube.com/watch?v=I99B2r23vZk,,,360p,no,1146,30,34380,2023-01-07,57.07657051086426,hardcoded,,,,
179,803,LESCO,Costa rican,Mensaje Presidente sobre Negociación con Fondo Monetario Internacional,2020-09-17,https://www.youtube.com/watch?v=Ojn9ZxNOYCk,,,720p,no,445,30,13350,2023-01-07,56.2169246673584,hardcoded,,,,
180,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 [JUEVES 17 DE SEPTIEMBRE 2020],2020-09-17,https://www.youtube.com/watch?v=rp7onOhXxww,,,720p,no,514,30,15420,2023-01-07,59.492820739746094,hardcoded,,,,
181,803,LESCO,Costa rican,Reporte Epidemiológico 17 de Septiembre de 2020,2020-09-17,https://www.youtube.com/watch?v=GnBisPLBmDA,,,360p,no,76,30,2280,2023-01-07,4.069314002990723,hardcoded,,,,
182,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 16 DE SEPTIEMBRE 2020],2020-09-16,https://www.youtube.com/watch?v=AWXxEVEGwhY,,,360p,no,974,30,29220,2023-01-07,40.04245376586914,hardcoded,,,,
183,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 [MARTES 15 DE SEPTIEMBRE 2020],2020-09-15,https://www.youtube.com/watch?v=UAsQWkvH6Ek,,,360p,no,1596,30,47880,2023-01-07,68.6214542388916,hardcoded,,,,
184,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 SÁBADO 12 DE SEPTIEMBRE 2020,2020-12-09,https://www.youtube.com/watch?v=4nU6YbvAuWs,,,360p,no,853,30,25590,2023-01-07,40.456604957580566,hardcoded,,,,
185,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 10 DE SEPTIEMBRE 2020],2020-10-09,https://www.youtube.com/watch?v=8wKzNk19n4Y,,,720p,no,1038,30,31140,2023-01-07,170.27355098724365,hardcoded,,,,
186,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 09 DE SEPTIEMBRE 2020],2020-09-09,https://www.youtube.com/watch?v=nvisJpoDU0I,,,360p,no,4078,30,122340,2023-01-07,186.89580059051514,hardcoded,,,,
187,803,LESCO,Costa rican,"Cuarto foro Costa Rica escucha, propone y dialoga",2020-08-09,https://www.youtube.com/watch?v=5x7W3NwIK54,,,360p,no,5268,30,158040,2023-01-07,226.01272773742676,hardcoded,,,,
188,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 07 DE SETIEMBRE 2020],2020-07-09,https://www.youtube.com/watch?v=sY0nmawVZBA,,,360p,no,3188,30,95640,2023-01-07,93.13199234008789,hardcoded,,,,
189,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 05 DE SETIEMBRE 2020],2020-05-09,https://www.youtube.com/watch?v=5tIkDjSC0uw,,,720p,no,387,30,11610,2023-01-07,30.038068771362305,hardcoded,,,,
190,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 04 DE SETIEMBRE 2020],2020-04-09,https://www.youtube.com/watch?v=FB-9KkLhslE,,,720p,no,503,30,15090,2023-01-07,61.15105152130127,hardcoded,,,,
191,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 01 DE SETIEMBRE 2020],2020-01-09,https://www.youtube.com/watch?v=LWrIj9w7oVM,,,360p,no,865,30,25950,2023-01-07,35.474355697631836,hardcoded,,,,
192,803,LESCO,Costa rican,"Mensaje de la Vicepresidenta Epsy Campbell, Mes Histórico de la Afrodescendencia en Costa Rica",2020-01-09,https://www.youtube.com/watch?v=Bpq_VbBf9f4,,,720p,no,279,30,8370,2023-01-07,50.39093589782715,hardcoded,,,,
193,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 31 DE AGOSTO 2020],2020-08-31,https://www.youtube.com/watch?v=FSQ6Xq_7FXU,,,720p,no,2739,30,82170,2023-01-07,371.0584135055542,hardcoded,,,,
194,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 29 DE AGOSTO 2020],2020-08-29,https://www.youtube.com/watch?v=5PR3cKlHjwo,,,720p,no,1095,30,32850,2023-01-07,111.76726531982422,hardcoded,,,,
195,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 27 DE AGOSTO 2020],2020-08-27,https://www.youtube.com/watch?v=KE7Rr61SYE8,,,360p,no,2430,30,72900,2023-01-07,121.64902019500732,hardcoded,,,,
196,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 MIÉRCOLES 26 DE AGOSTO 2020,2020-08-26,https://www.youtube.com/watch?v=ggNiaI4aEWE,,,360p,no,4567,30,137010,2023-01-07,223.31832599639893,hardcoded,,,,
197,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 25 DE AGOSTO 2020],2020-08-25,https://www.youtube.com/watch?v=Msse1GNpiqQ,,,360p,no,1967,30,59010,2023-01-07,93.43175983428955,hardcoded,,,,
198,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 24 DE AGOSTO 2020],2020-08-24,https://www.youtube.com/watch?v=P8x95O_xsQU,,,720p,no,818,30,24540,2023-01-07,103.10103607177734,hardcoded,,,,
199,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 23 DE AGOSTO 2020],2020-08-23,https://www.youtube.com/watch?v=QRObR9wMGI4,,,720p,no,306,30,9180,2023-01-07,37.95407199859619,hardcoded,,,,
200,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 22 DE AGOSTO 2020],2020-08-22,https://www.youtube.com/watch?v=Fx7BaIb-UWs,,,720p,no,593,30,17790,2023-01-07,56.43489742279053,hardcoded,,,,
201,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 21 DE AGOSTO DE 2020],2020-08-21,https://www.youtube.com/watch?v=c4erQHiRkMA,,,360p,no,3292,30,98760,2023-01-07,97.98653984069824,hardcoded,,,,
202,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 20 DE AGOSTO DE 2020],2020-08-20,https://www.youtube.com/watch?v=bME6WikALCk,,,360p,no,1102,30,33060,2023-01-07,51.447415351867676,hardcoded,,,,
203,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 19 DE AGOSTO DE 2020],2020-08-19,https://www.youtube.com/watch?v=2f-PXGeoFOg,,,720p,no,2554,30,76620,2023-01-07,339.219783782959,hardcoded,,,,
204,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 18 DE AGOSTO DE 2020],2020-08-18,https://www.youtube.com/watch?v=ddbwZ1P0I6k,,,720p,no,1410,30,42300,2023-01-07,178.88774394989014,hardcoded,,,,
205,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 16 DE AGOSTO DE 2020],2020-08-16,https://www.youtube.com/watch?v=x70oGReYilA,,,360p,no,576,30,17280,2023-01-07,24.19108486175537,hardcoded,,,,
206,803,LESCO,Costa rican,Conferencia de Prensa - COVID-19 [SÁBADO 15 DE AGOSTO 2020],2020-08-15,https://www.youtube.com/watch?v=bIp9MkS9yLo,,,720p,no,870,30,26100,2023-01-07,110.25096893310547,hardcoded,,,,
207,803,LESCO,Costa rican,Conferencia de Prensa - COVID-19 [VIERNES 14 DE AGOSTO 2020],2020-08-14,https://www.youtube.com/watch?v=MBRD_thsgx0,,,720p,no,796,30,23880,2023-01-07,92.66686058044434,hardcoded,,,,
208,803,LESCO,Costa rican,Conferencia de Prensa - COVID-19 [JUEVES 13 DE AGOSTO 2020],2020-08-13,https://www.youtube.com/watch?v=bYjIB8kwcNI,,,720p,no,1531,30,45930,2023-01-07,205.6244535446167,hardcoded,,,,
209,803,LESCO,Costa rican,Live - Mamás en tiempos de la COVID-19,2020-08-13,https://www.youtube.com/watch?v=zUqtGu6l99o,,,720p,no,1995,30,59850,2023-01-07,239.164963722229,hardcoded,,,,
210,803,LESCO,Costa rican,En Vivo - Simplificación de Trámites,2020-12-08,https://www.youtube.com/watch?v=s8Zy37u9cfU,,,360p,no,1374,30,41220,2023-01-07,68.93747520446777,hardcoded,,,,
211,803,LESCO,Costa rican,Factores de riesgo ante la COVID-19,2020-12-08,https://www.youtube.com/watch?v=Sfpd1NLcNc4,,,720p,no,31,30,930,2023-01-07,5.391653060913086,hardcoded,,,,
212,803,LESCO,Costa rican,Conferencia de Prensa - COVID-19 [MARTES 11 DE AGOSTO 2020],2020-11-08,https://www.youtube.com/watch?v=9mNJn1bkHM8,,,360p,no,3954,30,118620,2023-01-07,110.5009593963623,hardcoded,,,,
213,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 10 DE AGOSTO 2020],2020-10-08,https://www.youtube.com/watch?v=rSQjSKhnaE8,,,720p,no,2428,30,72840,2023-01-07,337.5220308303833,hardcoded,,,,
214,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 09 DE AGOSTO 2020],2020-09-08,https://www.youtube.com/watch?v=NZvjSrj445U,,,720p,no,2146,30,64380,2023-01-07,252.16773891448975,hardcoded,,,,
215,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 08 DE AGOSTO 2020],2020-08-08,https://www.youtube.com/watch?v=Advp2THSyDk,,,360p,no,2618,30,78540,2023-01-07,69.6782922744751,hardcoded,,,,
216,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 06 DE AGOSTO 2020],2020-06-08,https://www.youtube.com/watch?v=XvNaoEU9528,,,360p,no,4990,30,149700,2023-01-07,249.65349102020264,hardcoded,,,,
217,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 05 DE AGOSTO 2020],2020-05-08,https://www.youtube.com/watch?v=Yhw7vX1P5ow,,,360p,no,3157,30,94710,2023-01-07,147.83113384246826,hardcoded,,,,
218,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 04 DE AGOSTO 2020],2020-04-08,https://www.youtube.com/watch?v=7O4SGIIb2aQ,,,360p,no,2474,30,74220,2023-01-07,110.98923110961914,hardcoded,,,,
219,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 03 DE AGOSTO 2020],2020-03-08,https://www.youtube.com/watch?v=N_8CVk2rXlI,,,360p,no,3450,30,103500,2023-01-07,89.89891910552979,hardcoded,,,,
220,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 02 DE AGOSTO 2020],2020-02-08,https://www.youtube.com/watch?v=rfEHyHLW5Q0,,,360p,no,1142,30,34260,2023-01-07,30.437854766845703,hardcoded,,,,
221,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 01 DE AGOSTO 2020],2020-01-08,https://www.youtube.com/watch?v=hzekQjYxmIU,,,720p,no,1572,30,47160,2023-01-07,182.51435565948486,hardcoded,,,,
222,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 28 DE JULIO 2020],2020-07-28,https://www.youtube.com/watch?v=tNkoBCDjq7U,,,360p,no,4736,30,142080,2023-01-07,244.7925443649292,hardcoded,,,,
223,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 27 DE JULIO 2020],2020-07-27,https://www.youtube.com/watch?v=RFM3DAxnQjU,,,360p,no,1492,30,44760,2023-01-07,69.96133422851562,hardcoded,,,,
224,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 26 DE JULIO 2020],2020-07-26,https://www.youtube.com/watch?v=9F7fitnciXo,,,720p,no,1215,30,36450,2023-01-07,82.30064964294434,hardcoded,,,,
225,803,LESCO,Costa rican,Cadena Nacional 196 Aniversario de la Anexión del Partido de Nicoya,2020-07-25,https://www.youtube.com/watch?v=Hi6kYZscdOM,,,720p,no,298,30,8940,2023-01-07,60.73092746734619,hardcoded,,,,
226,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 25 DE JULIO DE 2020],2020-07-25,https://www.youtube.com/watch?v=LXQbTJ8TQD4,,,360p,no,1628,29,47212,2023-01-07,74.08892345428467,hardcoded,,,,
227,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 24 DE JULIO DE 2020],2020-07-24,https://www.youtube.com/watch?v=dPHt3QUdEw8,,,360p,no,4876,30,146280,2023-01-07,271.62201404571533,hardcoded,,,,
228,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 23 DE JULIO 2020],2020-07-23,https://www.youtube.com/watch?v=tJsnMLfW7z0,,,720p,no,4993,30,149790,2023-01-07,866.034722328186,hardcoded,,,,
229,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 22 DE JULIO 2020],2020-07-22,https://www.youtube.com/watch?v=JjVm8Wm3ZwE,,,360p,no,2460,30,73800,2023-01-07,123.39281749725342,hardcoded,,,,
230,803,LESCO,Costa rican,Presidente conversa con Personas Funcionarias de Salud que están en la Primera Linea ante COVID-19,2020-07-22,https://www.youtube.com/watch?v=ThDQSpPurdU,,,720p,no,3265,30,97950,2023-01-07,421.8055582046509,hardcoded,,,,
231,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 MARTES 21 DE JULIO 2020,2020-07-21,https://www.youtube.com/watch?v=un1kql7rWJc,,,360p,no,2363,30,70890,2023-01-07,73.11111640930176,hardcoded,,,,
232,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 20 DE JULIO 2020],2020-07-20,https://www.youtube.com/watch?v=_7azOOaU2FE,,,360p,no,3597,30,107910,2023-01-07,98.71539974212646,hardcoded,,,,
233,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 18 DE JULIO 2020],2020-07-18,https://www.youtube.com/watch?v=71FAUhxOvS0,,,360p,no,1686,30,50580,2023-01-07,79.74671459197998,hardcoded,,,,
234,803,LESCO,Costa rican,Conferencia de Prensa COVID 19 VIERNES 17 DE JULIO 2020,2020-07-17,https://www.youtube.com/watch?v=ky9Y3DLkmCw,,,720p,no,3244,30,97320,2023-01-07,507.3372812271118,hardcoded,,,,
235,803,LESCO,Costa rican,"Extracto de Mario Urcuyo, Doctor de la Sala de Análisis de Situación Nacional",2020-07-16,https://www.youtube.com/watch?v=jBGn5ZW-Ksc,,,720p,no,106,30,3180,2023-01-07,5.276848793029785,hardcoded,,,,
236,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 16 DE JULIO 2020],2020-07-16,https://www.youtube.com/watch?v=Db_4xVhW4DE,,,360p,no,1819,30,54570,2023-01-07,43.92158317565918,hardcoded,,,,
237,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 15 DE JULIO 2020],2020-07-15,https://www.youtube.com/watch?v=xgUkUFiwrDA,,,360p,no,2948,30,88440,2023-01-07,90.8182954788208,hardcoded,,,,
238,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 14 DE JULIO 2020],2020-07-14,https://www.youtube.com/watch?v=9sp87_u7AjE,,,360p,no,1759,30,52770,2023-01-07,97.83827877044678,hardcoded,,,,
239,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 13 DE JULIO 2020],2020-07-13,https://www.youtube.com/watch?v=RrRZ7M87rwA,,,360p,no,2933,30,87990,2023-01-07,82.95975685119629,hardcoded,,,,
240,803,LESCO,Costa rican,CADENA NACIONAL Presidente Alvarado sobre situación económica ante COVID-19,2020-07-13,https://www.youtube.com/watch?v=KsiZSYJf4bI,,,720p,no,625,30,18750,2023-01-07,32.671409606933594,hardcoded,,,,
241,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [DOMINGO 12 DE JULIO 2020],2020-12-07,https://www.youtube.com/watch?v=FJNU9RAP5DE,,,360p,no,975,30,29250,2023-01-07,23.632287979125977,hardcoded,,,,
242,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [SÁBADO 11 DE JULIO 2020],2020-11-07,https://www.youtube.com/watch?v=6pYAykg_bHo,,,360p,no,1461,29,42369,2023-01-07,36.689087867736816,hardcoded,,,,
243,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [VIERNES 10 DE JULIO 2020],2020-10-07,https://www.youtube.com/watch?v=3yi-c361xao,,,360p,no,5315,30,159450,2023-01-07,275.8726511001587,hardcoded,,,,
244,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 09 DE JULIO 2020],2020-09-07,https://www.youtube.com/watch?v=Vrfy1fGlRZE,,,360p,no,4719,30,141570,2023-01-07,136.0707483291626,hardcoded,,,,
245,803,LESCO,Costa rican,FB Live - Presidente y Ministra de Educación atienden dudas sobre el regreso a clases ante la COVID,2020-08-07,https://www.youtube.com/watch?v=-80sgGX56VQ,,,720p,no,2197,30,65910,2023-01-07,240.55465126037598,hardcoded,,,,
246,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 08 DE JULIO 2020],2020-08-07,https://www.youtube.com/watch?v=iaFKlgCQKoU,,,360p,no,4150,30,124500,2023-01-07,125.80632877349854,hardcoded,,,,
247,803,LESCO,Costa rican,Conversatorio con  Emprendedores en tiempos de la COVID-19,2020-07-07,https://www.youtube.com/watch?v=j5TTqwq8S04,,,720p,no,3906,30,117180,2023-01-07,602.164478302002,hardcoded,,,,
248,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MARTES 07 DE JULIO 2020],2020-07-07,https://www.youtube.com/watch?v=XfMkjsIGuB4,,,360p,no,2159,30,64770,2023-01-07,61.60721302032471,hardcoded,,,,
249,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [LUNES 06 DE JULIO 2020],2020-06-07,https://www.youtube.com/watch?v=XN6V-N2NeyY,,,720p,no,2894,30,86820,2023-01-07,219.0120553970337,hardcoded,,,,
250,803,LESCO,Costa rican,Conferencia de prensa COVID-19 [DOMINGO 05 DE JULIO 2020],2020-05-07,https://www.youtube.com/watch?v=qyq4wGm6M0w,,,720p,no,1713,30,51390,2023-01-07,65.01230525970459,hardcoded,,,,
251,803,LESCO,Costa rican,Dr. Daniel Salas - Acciones para la promoción de la salud mental ante la COVID-19,2020-04-07,https://www.youtube.com/watch?v=XFGfu01auJ8,,,720p,no,167,30,5010,2023-01-07,21.359840393066406,hardcoded,,,,
252,803,LESCO,Costa rican,Declaraciones Christian Guillermet - Vicecanciller de la República,2020-04-07,https://www.youtube.com/watch?v=_gW78ToD1qU,,,720p,no,203,30,6090,2023-01-07,27.23114013671875,hardcoded,,,,
253,803,LESCO,Costa rican,Dr. Daniel Salas - Reporte Epidemiológico 20200704,2020-04-07,https://www.youtube.com/watch?v=Eo_WqjxKrPc,,,720p,no,264,30,7920,2023-01-07,33.258440017700195,hardcoded,,,,
254,803,LESCO,Costa rican,Massimo Manzi- Declaraciones Director Ejecutivo Cámara Costarricense de la Salud,2020-04-07,https://www.youtube.com/watch?v=97vzxYlPZH8,,,720p,no,235,30,7050,2023-01-07,31.324914932250977,hardcoded,,,,
255,803,LESCO,Costa rican,Conferencia de prensa COVID-19 [SÁBADO 04 DE JULIO 2020],2020-04-07,https://www.youtube.com/watch?v=dX-rU4tpcQg,,,360p,no,1855,30,55650,2023-01-07,49.781928062438965,hardcoded,,,,
256,803,LESCO,Costa rican,Dr. Román Macaya - Presidente de la CCSS - Llamado a donar sangre,2020-03-07,https://www.youtube.com/watch?v=V-rGpkhh0Hw,,,720p,no,168,30,5040,2023-01-07,22.062315940856934,hardcoded,,,,
257,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [JUEVES 02 DE JULIO 2020],2020-02-07,https://www.youtube.com/watch?v=o9CRQuBY8hM,,,360p,no,5882,30,176460,2023-01-07,170.8556776046753,hardcoded,,,,
258,803,LESCO,Costa rican,Conferencia de Prensa COVID-19 [MIÉRCOLES 01 DE JULIO 2020],2020-01-07,https://www.youtube.com/watch?v=0ZlHOLd8q0s,,,360p,no,3844,30,115320,2023-01-07,110.61458969116211,hardcoded,,,,
259,803,LESCO,Costa rican,Doctor Román Macaya sobre el aumento de hospitalizaciones por COVID-19,2020-01-07,https://www.youtube.com/watch?v=q1XNsIGz9ro,,,720p,no,218,30,6540,2023-01-07,26.73938751220703,hardcoded,,,,
260,803,LESCO,Costa rican,Presidente Alvarado sobre aumento a 294 casos por COVID-19,2020-01-07,https://www.youtube.com/watch?v=fIEMMD1o9Mg,,,720p,no,443,30,13290,2023-01-07,72.15088653564453,hardcoded,,,,
